Game Title	Year Published	Question Category	Difficulty (easy, medium, hard, children)	Type (true or false, multiple choice)	Value (points)	Question	Correct	Incorrect 1	Incorrect 2	Incorrect 3
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	How many presidents of the Church lived the law of plural marriage?	Six. Joseph Smith through Heber J. Grant			
Jots & Tittles	Unknown	Church People	Hard	Traditional	N/A	Who conducted the Relief Society in Winter Quarters?	Elizabeth Ann Whitney			
Jots & Tittles	Unknown	Church People	Hard	Traditional	N/A	When John Taylor became president of the church, who were chosen as his counselors?	George Q. Cannon and Joseph F. Smith			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	How many times did Brigham Young cross the plains?	Three (to Salt Lake Valley, back to Winter Quarters, to Salt Lake Valley			
Jots & Tittles	Unknown	Church People	Hard	Traditional	N/A	What was the name of Josep's son born 5 months after his martyrdom?	David Hyrum Smith			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	Who was the second mayor of Nauvoo?	Joseph Smith			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	What was the cause of Brigham Young's death?	Complications from a ruptured appendix			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	How old was Joseph Smith when the Church was organized?	Twenty-four			
Jots & Tittles	Unknown	Church People	Hard	Traditional	N/A	Who was the first bishop called in the restored church?	Edward Partridge			
Jots & Tittles	Unknown	Church People	Easy	Traditional	N/A	Whom did the Lord instruct to make the first collection of hymns to be used in the Church?	Emma Smith			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	Under whose administration was the priesthood given to all worthy male members?	Spencer W. Kimball			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	Who wrote "Come, Come Ye Saints"?	William Clayton			
Jots & Tittles	Unknown	Church People	Hard	Traditional	N/A	Under which Church president was the Primary organization started?	John Taylor			
Jots & Tittles	Unknown	Church People	Hard	Traditional	N/A	What prophet was underwater for 15 minutes and revived by mouth-to-mouth resuscitation?	Lorenzo Snow			
Jots & Tittles	Unknown	Church People	Hard	Traditional	N/A	Who met with President Polk and arranged for the government to help the Saints by enlisting 500 men in the U.S. Army?	Colonel Thomas Kane			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	Who served for the longest period of time in the First Presidency and Council of the Twelve?	David O. McKay (63 years 9 months)			
Jots & Tittles	Unknown	Church People	Easy	Traditional	N/A	Who wrote the hymn "Praise to the Man"?	William W. Phelps			
Jots & Tittles	Unknown	Church People	Hard	Traditional	N/A	Of what religious group was Parley P. Pratt a preacher before he joined the church?	Campbellite (Disciples of Christ)			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	Who was the president of the first Quorum of the Twelve?	Thomas B. Marsh			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	While Joseph Smith was on a mission in Michigan in 1837, some members of the Twelve proposed replacing him with whom as prophet?	David Whitmer			
Jots & Tittles	Unknown	Church People	Easy	Traditional	N/A	Heber C. Kimball had 65 what?	Children			
Jots & Tittles	Unknown	Church People	Medium	Traditional	N/A	Who was the eighth president of the Church?	George Albert Smith			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	What was Luke's profession?	Physician			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	All scripture now found in the Bible was first written between about 1500 B.C. and what year A.D.?	One hundred			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	Julius, Octavius, Augustusm Tiberiusm Caligula, and Claudius all bore what surname?	Caeser			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Where was Paul when he wrote his epistle to the Colossians?	In prison in Rome			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Outside Palestine, the gospel was preached in what language?	Greek			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Which are commonly called the synoptic gospels?	Matthew, Mark, and Luke			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	To whom was Jesus' mother entrusted at his death?	John			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Among the Jews, when praying, where was it the custom to face?	Toward Jerusalem			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	In the parable of the prodigal son, what job did the younger son end up doing after he ran out of money?	Feeding swine in the fields			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	How was John the Baptist killed?	He was beheaded			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	The word gospel is dervived from what 2 old English words?	God (good) abd spel (story or tidings)			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	What apostle took part in the martyrdom of Stephen before his conversion?	Paul			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	What was the more popular party, Pharisees or Sadducees?	Pharisees			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	Crucifixion was a form of punishment introduced by what people?	The Romans			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	The book of Revelations represents Babylon as the great what?	Harlot			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	Barnabas was a native of what place?	Cyprus			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	To what group does Paul first offer the gospel?	To the Jews			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	In which parable do we find, "They know my voice and will not follow a stranger"	Parable of the Good Shepherd			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	What did the devil show to Jesus up on the high mountain?	All the kingdoms of the world			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	An edict from where sent Mary and Joseph from Nazareth to Bethlehem?	Rome			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	What was Jesus' first recorded miracle?	Changing water to wine ar the marriage in Cana			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	Who was the angel that appeared to Zacharias?	Gabriel			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Who supplied the tomb for Jesus?	Joseph of Arimathaea			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	How much did the widow cast into the treasury?	Two mites			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	Matthew lists Jesus' brothers. Who were they?	James, Joses, Simon, Judas (Judes)			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Which prophet was carried away and ordained by an angel when 8 days old?	John the Baptist			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	In John's vision, he saw the signs of the times when which seal was opened?	The sixth			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	How long did Jesus minister to his apostles after his resurrection?	Forty Days			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	What name for Christ is found only 4 times in the King James version of the Bible?	Jehova			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Mark wrote his Gospel under whose direction?	Peter's			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Who was the father of James and John?	Zebedee			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	According to the gospel of Mark, what was the crime that Barnabas had committed?	Murder			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	What was Paul's occupation?	Tentmaker			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Of what profession was the Pharisee who asked, "Master, which is the great commandment in the law?"	Lawyer			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	Early in the Christen era, the Jewish people knew the Bible by what name?	Septuagint			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	What were Jesus' first words on the cross?	Father, forgive them not for they know not what the do			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	Who was the prophetess in the temple who recognized the baby Jesus as the Messiah?	Anna			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	How many days after His birth was Jesus officially named?	Eight			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Which of the apostles were called the Sons of Thunder?	James and John			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	What occurred during Jesus' prayer in the Garden of Gethsemane to strengthen him?	An angel appeared			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	With what event do the Gospels of Mark and John begin?	The ministry of John the Baptist			
Jots & Tittles	Unknown	New Testament	Easy	Traditional	N/A	Who was the last surviving apostle before the Great Apostacy?	John			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	While in his youth, Saul went to Jerusalem to be educated as what?	A rabbi			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	Besides Jesus and God, whose name is the last mentioned in the Bible?	David			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	The devils Jesus cast out of the man in the Gadarenes entered the bodies of how many swine?	2000			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	What was the group of people hated most by the Jews?	The Samaritans			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Which is the only gospel naming Nathanael as Bartholomew?	John			
Jots & Tittles	Unknown	New Testament	Medium	Traditional	N/A	Who outran Peter to the sepulchre to look for Christ?	John			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	Jesus was the Greek form of what Hebrew name?	Joshua			
Jots & Tittles	Unknown	New Testament	Hard	Traditional	N/A	Who was the woman disciple also known as Tabitha that Peter raised from the dead at Joppa?	Dorcas			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	Why did the Lord chasten the brother of Jared for three hours?	Because he had failed to pray for four years.			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	When Mormon was 15 years old, by whom was he visted?	The Lord			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	Who told Moroni of Morianton's plan to lead a group of people to the noth and take possession of that land?	Morianton's maid servant who had been beaten by Morianton			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	Which son of Paharon was sentenced to death because he tried to destroy the liberty of the people?	Paanchi			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	In the 37th year of the judges, how did the Nephites begin to travel to the land northward?	By ship			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	Which two of his sons did Alma the younger take with him to preach to the Zormaites	Shiblon and Corianton			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	What 2 sets of plates did Limhi's people bring to Zarahemla?	Their own records (record of Zeniff) and the 24 gold plates of Ether			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	In what land did King Kib live?	Moron			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	To whom did Jacob entrust the plates before his death?	Enos			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	We know much about King Benjamin and his sons Mosiah and Helaman. Who was his third son?	Helorum			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	How old was Mormon when he was made leader of th Nephite armies?	Sixteen			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	When the major war in the 25th year of th the judges began, who led the Lamanite armies to battle?	Amalickiah			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	How did Moroni fortify all the cities of thre Nephites?	By surrounding them with mounds of dirt upon which stood timber fences.			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	What happened to the man who tried to kill Ammon because Ammon had killed his brother?	He was struck dead.			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	What ocean did the Nephites cross to get to America?	Pacific			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	Who replaced Amalickiah as king over the Lamanites?	Ammoron			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	What nephite king lived at the same time as King Noah?	King Benjamin			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	Jared's barges were as watertight as a what?	a dish			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	What French word ends the book of Jacob?	Adieu			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	What Nephite prophet, as chief judge, condemned nehor to die?	Alma the Younger			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	How long were Ammon and his bretheren in prison before they were taken to King Limhi?	Two days			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	What did Moroni have his Lamanite prisoner take to the Lamanites guarding the Nephite prison?	Wine			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	Who was Lehi's youngest son at the time he left Jerusalem?	Nephi			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	Of the chief judges named in the Book of Mormon, how many resigned to pursue missionary work?	Two days			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	Name 2 Book of Mormon prophets whose sons refused to become kings.	Mosiah and the Brother of Jared			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	Senine, seon, shum, and limnah were all monetary amounts of what metal?	gold			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	The word Liahona is a combination of what 2 languages?	Hebrew and Egyptian			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	What 2 Old Testament prophets did the resurrected Christ quote to the Nephites?	Isaiah and Malachi			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	How did the "Pronouncing Vocabulary" in the Book of Mormon come into being?	From a Book of Mormon convention held at BYU in 1903			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	How many Lamanite daughters were stolen by the priests of Noah?	24			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	Whom did Govenor Lachoneus receive a letter from?	Giddianhi			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	In the Book of Mormon, ziff is mentioned as a type of what?	Metal			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	After the battle with the brother of Shared, where did the army of Coriantur dwell for 2 years?	In the wilderness			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	What position did Alma the younger relinquish to Nephihah?	Cheif Judge			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	What is another name for the "miraculous directors" that were shown to the Three Witnesses?	Liahona			
Jots & Tittles	Unknown	Book of Mormon	Easy	Traditional	N/A	The plates of Ether contained the history of what people?	The Jaredites			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	What incident is believed to be depicted on Izapa, Stela 5?	Lehi and the Tree of Life			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	Where did Ether hide while he was writing the Jaredite record?	In a cave in the rock			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	To what son did Nephi, son of Helaman, give the sacred plates?	Nephi			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	What title for Christ is used in the last sentence of the Book of Mormon?	Jehovah			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	How many friends did Jared and his brothers take with them?	Twenty-two			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	What did King Noah have built near the temple?	A lookout tower			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	What reason did Jarom give for not writing more on the plates?	The plates were small			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	In about what year did Moroni seal and hide the plates?	A.D. 421			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	What is ephah?	A measure of dry weight (about 8 gallons)			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	What was Irreantum?	The name Lehi gave to the sea at Bountiful			
Jots & Tittles	Unknown	Book of Mormon	Medium	Traditional	N/A	What is the first instance of death mentioned in the Book of Mormon?	The armies of Pharoh drowning in the Red Sea			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	In what month did the first Book of Mormon copies come off the press?	March			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	Toward what city did Coriantumr march after taking Zarahemla?	Bountiful			
Jots & Tittles	Unknown	Book of Mormon	Hard	Traditional	N/A	Whom did Coriantumr smite against the wall?	Pacumeni			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Where on the Arabian Peninsula do trees grow large enough to build a ship such as Nephi built?	Salalah			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	What is another name for Bethlehem?	City of David			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Where did Jesus select Peter, Andrew, James, and John to be disciples?	Sea of Galilee			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Doctrine and Covenants 121 was taken from a letter Joseph Smith wrote where?	Liberty Jail			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Tens and Thousands of Saints from Britain and Europe igrated to Zion from what British harbor?	Liverpool			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	In what early Church town would you have found streets named Joseph, Hyrum, Sidney, Parley, Kimball, and Partridge?	Nauvoo			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	What is the body of water into which the Jordan River flows?	The Dead Sea			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	In what city did Jesus attend a wedding?	Cana			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	What two presidents of the Church were born in Vermont?	Joseph Smith and Brigham Young			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Where was Lehi camped when the Liahona appeared outside his tent?	Valley of Lemuel			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Joseph, Rebekah, and Rachel were all born in what modern-day country?	Syria			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	What does Golgotha mean?	A skull			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	On July 4, 1838, cornerstones were laid for a temple that has never been built. Where is this site?	Far West, Missouri			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Where was the Pearl of Great Price first published?	England			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	When Alma's people fled Helam, where did they travel to?	Zarahemla			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	What is the modern political capital of Syria?	Damascus			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Near what mountain did Moses smite the rock and water came forth?	Horeb			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Where was Joseph Smith baptized?	Susquehanna River in Pennsylvania			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Where did the final battle between the Lamanites and Nehites take place?	Cumorah			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	In 1853, a block of stone from the "State of Deseret" was sent to Washington, D.C., for placement in what monument?	Washington Monument			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Name the city or town where the angel appeared to Mary.	Nazareth			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	How did the pioneer landmark, The Sweetwater, get its name?	At one time a pack mule laden with sugar was lost in the stream			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	Jebus is another name for what place?	Jerusalem			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	If 10 people who lived righteous lives had been found, what cities would have been spared destruction?	Sodom and Gomorrah			
Jots & Tittles	Unknown	Church Places	Medium	Traditional	N/A	What was the name given by the Nephites to the whole of North America?	Land of Mulek			
Mormon Trivia	1984	People	Medium	Traditional	N/A	In 1901, who said "The eyes of the 12 have been roaming over the habitable globe...?"	Brigham Young Jr.			
Mormon Trivia	1984	People	Easy	Traditional	N/A	Who baptized Helam in the waters of Mormon?	Alma			
Mormon Trivia	1984	People	Hard	Traditional	N/A	In what year was Lietenant General Joseph Smith the highest ranking officer in the US?	1841			
Mormon Trivia	1984	People	Medium	Traditional	N/A	Who was Boaz's wife?	Ruth			
Mormon Trivia	1984	People	Hard	Traditional	N/A	Who was the first President of the East Indian mission?	Lorenzo Snow			
Mormon Trivia	1984	People	Easy	Traditional	N/A	From what affliction did Peter heal the beggar?	crippled			
Mormon Trivia	1984	People	Hard	Traditional	N/A	What is the angel atop the Idaho Falls Temple made of?	fiberglass with gold leaf			
Mormon Trivia	1984	People	Hard	Traditional	N/A	Who quoted the prophet as saying if the constitution is saved it will be by the elders of the church?	Orsan Hyde			
Mormon Trivia	1984	People	Children	Traditional	N/A	Ether was a prophet of what group of people?	Jaredites			
Mormon Trivia	1984	People	Medium	Traditional	N/A	What was Abraham's former name?	Abram			
Mormon Trivia	1984	People	Hard	Traditional	N/A	Who rededicated the Salt Lake Temple?	President David O. Mckay			
Mormon Trivia	1984	People	Hard	Traditional	N/A	How old was John Taylor when he became president of the church?	69 years old			
Mormon Trivia	1984	People	Medium	Traditional	N/A	What tentmaker from Cornith took Paul in as a house guest?	Aquila			
Mormon Trivia	1984	People	Medium	Traditional	N/A	Who did Hyrum Smith replace as Assistant President in 1841?	Oliver Cowdery			
Mormon Trivia	1984	People	Medium	Traditional	N/A	Judas Iscariot was succeded as an apostle by who?	Matthias			
Mormon Trivia	1984	People	Hard	Traditional	N/A	What does the initial W. stand for in President Spencer W. Kimballs's name?	Wooley			
Mormon Trivia	1984	People	Hard	Traditional	N/A	Just as we use heart to signify the center of feeling, Israel used what?	the "reins", or kidneys			
Mormon Trivia	1984	People	Medium	Traditional	N/A	Lehi was a Jewish prophet from what tribe?	Manasseh			
Mormon Trivia	1984	People	Hard	Traditional	N/A	What was Porter Rockwell's first given name?	Orrin			
Mormon Trivia	1984	People	Medium	Traditional	N/A	How old was Noah when he entered the ark?	600 years old			
Mormon Trivia	1984	People	Hard	Traditional	N/A	What modern apostle said the gathering place for any saint is his own country?	Bruce R. McConkie			
Mormon Trivia	1984	People	Medium	Traditional	N/A	Shem was the oldest son of which prophet?	Noah			
Mormon Trivia	1984	People	Hard	Traditional	N/A	Name Hannah's famous son	Samuel			
Mormon Trivia	1984	People	Hard	Traditional	N/A	Who dedicated the Provo temple?	Joseph Fielding Smith			
Mormon Trivia	1984	People	Easy	Traditional	N/A	Who was stricken dumb because he didn't belive he would have a son in his old age?	Zacharias			
Mormon Trivia	1984	People	Easy	Traditional	N/A	Who wept upon hearing a rooster crow?	Peter			
Mormon Trivia	1984	People	Hard	Traditional	N/A	What were the names of Joseph Smith's three sons?	Joseph, Fredrick and Alexander			
Mormon Trivia	1984	People	Hard	Traditional	N/A	How old did Alma the Elder live to be?	82 years old			
Mormon Trivia	1984	People	Easy	Traditional	N/A	Who proved to be the greatest leader of youth in the Book of Mormon?	Helamen			
Mormon Trivia	1984	People	Medium	Traditional	N/A	Ordinarily, prayer in ancient Israel was said from what position?	Standing			
Mormon Trivia	1984	People	Hard	Traditional	N/A	Where did Aaron die?	Mt. Hor			
Mormon Trivia	1984	People	Easy	Traditional	N/A	During a drought in Israel, how did the prophet Elijah recieve his food?	Ravens			
Mormon Trivia	1984	People	Medium	Traditional	N/A	How old was Abraham when Isaac was born?	100 years old			
Mormon Trivia	1984	People	Medium	Traditional	N/A	How many years did Paul preach in Rome?	2 years			
Mormon Trivia	1984	People	Medium	Traditional	N/A	Joseph and Hyrum Smith's bodies were buried in the basement of what homw?	Nauvoo House			
Mormon Trivia	1984	People	Hard	Traditional	N/A	In 1857, who Published a book of hymn settings entitled Latter-Day Saint Psalmodyn?	John Tullidge			
Mormon Trivia	1984	People	Easy	Traditional	N/A	Who cured Maaman the Syrian noble of leprosy?	Elisha			
Mormon Trivia	1984	People	Hard	Traditional	N/A	How old was Brigham Young when he died in 1877?	77 years old			
Mormon Trivia	1984	People	Hard	Traditional	N/A	What was Samson's father's name?	Manah			
Mormon Trivia	1984	People	Easy	Traditional	N/A	Name the three witnesses	Oliver Cowdery, David Whitmer and Martin Harris			
Mormon Trivia	1984	People	Medium	Traditional	N/A	The Josephites were a divison of the...?	Nephites			
Mormon Trivia	1984	People	Medium	Traditional	N/A	Samson killed a lion with what?	his bare hands			
Mormon Trivia	1984	People	Hard	Traditional	N/A	How old was Joseph F. Smith when he was ordained an apostle?	28 years			
Mormon Trivia	1984	People	Easy	Traditional	N/A	What temple were the moneychangers cast out of?	Temple of Herod			
Mormon Trivia	1984	People	Hard	Traditional	N/A	Sampson's parents asked an angel his name, he told them his name was what?	a secret			
Mormon Trivia	1984	People	Medium	Traditional	N/A	Name Isaac's twin sons	Jacob and Esau			
Mormon Trivia	1984	People	Hard	Traditional	N/A	How many countries did Parley P. Pratt serve as a missionary in?	Five			
Mormon Trivia	1984	People	Hard	Traditional	N/A	What does the name Isaac mean?	he laugheth			
Mormon Trivia	1984	People	Easy	Traditional	N/A	Name the third king of the Nephites in the land of Zarahemla.	Mosiah the second			
Mormon Trivia	1984	People	Medium	Traditional	N/A	What three ancient prophets appeared to Joseph and Oliver in the Kirtland Temple?	Moses, Eloas, Elijah			
Mormon Trivia	1984	People	Easy	Traditional	N/A	Who's wife was known for "looking back?"	Lot's wife			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	Where will the center stake of Zion be located?	Moses			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	What was another name for the Red Sea?	Reed Sea			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	Damascus was an ancient city of what country?	Syria			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	Where did Adam establish his civilization?	North American continent			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	Name the major capitol city of the Nephites	City of Zarahemla			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	The name Nauvoo is of what origin?	Hebrew			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	Jonah was thrown overboard from a ship bound for what city?	Tarshish			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	In which state was Oliver Cowdery born?	Vermont			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	In what city was the first Canadian temple located?	Cardston, Alberta			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	In which state is Chimney Rock found?	Nebraska			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	The Jordan River is approximately how long?	100 miles			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	The Laman River emptied into what body of water?	Red Sea			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	Provo, Utah was named after Etienne Provot of what occupation?	Trapper-explorer			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	Who was ordained by an angel when eight days old?	John the Baptist			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	From which temple can you view the Golden Gate Bridge?	Oakland Temple			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	What kingdom was subject in turn to the Egyptians, Assyrians, and Babylonians?	Judah			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	On what hill was Solomon's Temple built?	Mount Moriah			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	What was South America called by the Nephites?	Land of Lehi			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	The land of Antum was found in what continent?	North America			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	The church's first Institute of Religion class was opened in 1926 where?	University of Idaho			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	Joseph Smith prophesied that he would not go where?	Rocky Mountains			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	What city was Paul from?	Taurus			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	From what mountain does the Jordan River begin?	Hermon			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	How many tons of water is estimated to evaporate from the Dead Sea daily?	six million			
Mormon Trivia	1984	Geography	Medium	Traditional	N/A	Samaria was which direction from Jerusalem?	North			
Mormon Trivia	1984	Geography	Easy	Traditional	N/A	The city of Enochwas also known as what?	Zion			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	President Wilford Woodruff died in what state?	California			
Mormon Trivia	1984	Geography	Hard	Traditional	N/A	Martin Harris took the Book of Mormon characters to Dr. Charles Anthon in what city?	New York City			
